"FXVol.:VOLCURVE.RUBUSD,1,40Y"
"FXVol.:VOLCURVE.RUBUSD,1,50Y"
"FXVol.:VOLCURVE.RUBUSD,1,5Y"
"FXVol.:VOLCURVE.RUBUSD,1,6M"
"FXVol.:VOLCURVE.RUBUSD,1,7Y"
"FXVol.:VOLCURVE.RUBUSD,1,9M"
"FXVol.:VOLCURVE.TRYUSD,1,10Y"
"FXVol.:VOLCURVE.TRYUSD,1,12M"
"FXVol.:VOLCURVE.TRYUSD,1,12Y"
"FXVol.:VOLCURVE.TRYUSD,1,15Y"
"FXVol.:VOLCURVE.TRYUSD,1,1M"
"FXVol.:VOLCURVE.TRYUSD,1,1W"
"FXVol.:VOLCURVE.TRYUSD,1,20Y"
"FXVol.:VOLCURVE.TRYUSD,1,25Y"
"FXVol.:VOLCURVE.TRYUSD,1,2M"
"FXVol.:VOLCURVE.TRYUSD,1,2Y"
"FXVol.:VOLCURVE.TRYUSD,1,30Y"
"FXVol.:VOLCURVE.TRYUSD,1,3M"
"FXVol.:VOLCURVE.TRYUSD,1,3Y"
"FXVol.:VOLCURVE.TRYUSD,1,40Y"
"FXVol.:VOLCURVE.TRYUSD,1,50Y"
"FXVol.:VOLCURVE.TRYUSD,1,5Y"
"FXVol.:VOLCURVE.TRYUSD,1,6M"
"FXVol.:VOLCURVE.TRYUSD,1,7Y"
"FXVol.:VOLCURVE.TRYUSD,1,9M"
FXVol.:VOLCURVE_P.AUDJPY
FXVol.:VOLCURVE_P.AUDUSD
FXVol.:VOLCURVE_P.BRLUSD
FXVol.:VOLCURVE_P.CADJPY
FXVol.:VOLCURVE_P.CNYUSD
FXVol.:VOLCURVE_P.EURJPY
FXVol.:VOLCURVE_P.EURUSD
FXVol.:VOLCURVE_P.GBPJPY
FXVol.:VOLCURVE_P.GBPUSD
FXVol.:VOLCURVE_P.JPYUSD
FXVol.:VOLCURVE_P.MXNJPY
FXVol.:VOLCURVE_P.MXNUSD
FXVol.:VOLCURVE_P.NZDJPY
FXVol.:VOLCURVE_P.NZDUSD
FXVol.:VOLCURVE_P.RUBUSD
FXVol.:VOLCURVE_P.TRYUSD
"InterestRate.:BASECURVE.GOV_AT,10Y"
"InterestRate.:BASECURVE.GOV_AT,12M"
"InterestRate.:BASECURVE.GOV_AT,12Y"
"InterestRate.:BASECURVE.GOV_AT,15Y"
"InterestRate.:BASECURVE.GOV_AT,1M"
"InterestRate.:BASECURVE.GOV_AT,1W"
"InterestRate.:BASECURVE.GOV_AT,20Y"
"InterestRate.:BASECURVE.GOV_AT,25Y"
"InterestRate.:BASECURVE.GOV_AT,2M"
"InterestRate.:BASECURVE.GOV_AT,2Y"
"InterestRate.:BASECURVE.GOV_AT,30Y"
"InterestRate.:BASECURVE.GOV_AT,3M"
"InterestRate.:BASECURVE.GOV_AT,3Y"
"InterestRate.:BASECURVE.GOV_AT,40Y"
"InterestRate.:BASECURVE.GOV_AT,50Y"
"InterestRate.:BASECURVE.GOV_AT,5Y"
"InterestRate.:BASECURVE.GOV_AT,6M"
"InterestRate.:BASECURVE.GOV_AT,7Y"
"InterestRate.:BASECURVE.GOV_AT,9M"
"InterestRate.:BASECURVE.GOV_AU,10Y"
"InterestRate.:BASECURVE.GOV_AU,12M"
"InterestRate.:BASECURVE.GOV_AU,12Y"
"InterestRate.:BASECURVE.GOV_AU,15Y"
"InterestRate.:BASECURVE.GOV_AU,1M"
"InterestRate.:BASECURVE.GOV_AU,1W"
"InterestRate.:BASECURVE.GOV_AU,20Y"
"InterestRate.:BASECURVE.GOV_AU,25Y"
"InterestRate.:BASECURVE.GOV_AU,2M"
"InterestRate.:BASECURVE.GOV_AU,2Y"
"InterestRate.:BASECURVE.GOV_AU,30Y"
"InterestRate.:BASECURVE.GOV_AU,3M"
"InterestRate.:BASECURVE.GOV_AU,3Y"
"InterestRate.:BASECURVE.GOV_AU,40Y"
"InterestRate.:BASECURVE.GOV_AU,50Y"
"InterestRate.:BASECURVE.GOV_AU,5Y"
"InterestRate.:BASECURVE.GOV_AU,6M"
"InterestRate.:BASECURVE.GOV_AU,7Y"
"InterestRate.:BASECURVE.GOV_AU,9M"
"InterestRate.:BASECURVE.GOV_BE,10Y"
"InterestRate.:BASECURVE.GOV_BE,12M"
"InterestRate.:BASECURVE.GOV_BE,12Y"
"InterestRate.:BASECURVE.GOV_BE,15Y"
"InterestRate.:BASECURVE.GOV_BE,1M"
"InterestRate.:BASECURVE.GOV_BE,1W"
"InterestRate.:BASECURVE.GOV_BE,20Y"
"InterestRate.:BASECURVE.GOV_BE,25Y"
"InterestRate.:BASECURVE.GOV_BE,2M"
"InterestRate.:BASECURVE.GOV_BE,2Y"
"InterestRate.:BASECURVE.GOV_BE,30Y"
"InterestRate.:BASECURVE.GOV_BE,3M"
"InterestRate.:BASECURVE.GOV_BE,3Y"
"InterestRate.:BASECURVE.GOV_BE,40Y"
"InterestRate.:BASECURVE.GOV_BE,50Y"
"InterestRate.:BASECURVE.GOV_BE,5Y"
"InterestRate.:BASECURVE.GOV_BE,6M"
"InterestRate.:BASECURVE.GOV_BE,7Y"
"InterestRate.:BASECURVE.GOV_BE,9M"
"InterestRate.:BASECURVE.GOV_CA,10Y"
"InterestRate.:BASECURVE.GOV_CA,12M"
"InterestRate.:BASECURVE.GOV_CA,12Y"
"InterestRate.:BASECURVE.GOV_CA,15Y"
"InterestRate.:BASECURVE.GOV_CA,1M"
"InterestRate.:BASECURVE.GOV_CA,1W"
"InterestRate.:BASECURVE.GOV_CA,20Y"
"InterestRate.:BASECURVE.GOV_CA,25Y"
"InterestRate.:BASECURVE.GOV_CA,2M"
"InterestRate.:BASECURVE.GOV_CA,2Y"
"InterestRate.:BASECURVE.GOV_CA,30Y"
"InterestRate.:BASECURVE.GOV_CA,3M"
"InterestRate.:BASECURVE.GOV_CA,3Y"
"InterestRate.:BASECURVE.GOV_CA,40Y"
"InterestRate.:BASECURVE.GOV_CA,50Y"
"InterestRate.:BASECURVE.GOV_CA,5Y"
"InterestRate.:BASECURVE.GOV_CA,6M"
"InterestRate.:BASECURVE.GOV_CA,7Y"
"InterestRate.:BASECURVE.GOV_CA,9M"
"InterestRate.:BASECURVE.GOV_DE,10Y"
"InterestRate.:BASECURVE.GOV_DE,12M"
"InterestRate.:BASECURVE.GOV_DE,12Y"
"InterestRate.:BASECURVE.GOV_DE,15Y"
"InterestRate.:BASECURVE.GOV_DE,1M"
"InterestRate.:BASECURVE.GOV_DE,1W"
"InterestRate.:BASECURVE.GOV_DE,20Y"
"InterestRate.:BASECURVE.GOV_DE,25Y"
"InterestRate.:BASECURVE.GOV_DE,2M"
"InterestRate.:BASECURVE.GOV_DE,2Y"
"InterestRate.:BASECURVE.GOV_DE,30Y"
"InterestRate.:BASECURVE.GOV_DE,3M"
"InterestRate.:BASECURVE.GOV_DE,3Y"
"InterestRate.:BASECURVE.GOV_DE,40Y"
"InterestRate.:BASECURVE.GOV_DE,50Y"
"InterestRate.:BASECURVE.GOV_DE,5Y"
"InterestRate.:BASECURVE.GOV_DE,6M"
"InterestRate.:BASECURVE.GOV_DE,7Y"
"InterestRate.:BASECURVE.GOV_DE,9M"
"InterestRate.:BASECURVE.GOV_ES,10Y"
"InterestRate.:BASECURVE.GOV_ES,12M"
"InterestRate.:BASECURVE.GOV_ES,12Y"
"InterestRate.:BASECURVE.GOV_ES,15Y"
"InterestRate.:BASECURVE.GOV_ES,1M"
"InterestRate.:BASECURVE.GOV_ES,1W"
"InterestRate.:BASECURVE.GOV_ES,20Y"
"InterestRate.:BASECURVE.GOV_ES,25Y"
"InterestRate.:BASECURVE.GOV_ES,2M"
"InterestRate.:BASECURVE.GOV_ES,2Y"
"InterestRate.:BASECURVE.GOV_ES,30Y"
"InterestRate.:BASECURVE.GOV_ES,3M"
"InterestRate.:BASECURVE.GOV_ES,3Y"
"InterestRate.:BASECURVE.GOV_ES,40Y"
"InterestRate.:BASECURVE.GOV_ES,50Y"
"InterestRate.:BASECURVE.GOV_ES,5Y"
"InterestRate.:BASECURVE.GOV_ES,6M"
"InterestRate.:BASECURVE.GOV_ES,7Y"
"InterestRate.:BASECURVE.GOV_ES,9M"
"InterestRate.:BASECURVE.GOV_FI,10Y"
"InterestRate.:BASECURVE.GOV_FI,12M"
"InterestRate.:BASECURVE.GOV_FI,12Y"
"InterestRate.:BASECURVE.GOV_FI,15Y"
"InterestRate.:BASECURVE.GOV_FI,1M"
"InterestRate.:BASECURVE.GOV_FI,1W"
"InterestRate.:BASECURVE.GOV_FI,20Y"
"InterestRate.:BASECURVE.GOV_FI,25Y"
"InterestRate.:BASECURVE.GOV_FI,2M"
"InterestRate.:BASECURVE.GOV_FI,2Y"
"InterestRate.:BASECURVE.GOV_FI,30Y"
"InterestRate.:BASECURVE.GOV_FI,3M"
"InterestRate.:BASECURVE.GOV_FI,3Y"
"InterestRate.:BASECURVE.GOV_FI,40Y"
"InterestRate.:BASECURVE.GOV_FI,50Y"
"InterestRate.:BASECURVE.GOV_FI,5Y"
"InterestRate.:BASECURVE.GOV_FI,6M"
"InterestRate.:BASECURVE.GOV_FI,7Y"
"InterestRate.:BASECURVE.GOV_FI,9M"
"InterestRate.:BASECURVE.GOV_FR,10Y"
"InterestRate.:BASECURVE.GOV_FR,12M"
"InterestRate.:BASECURVE.GOV_FR,12Y"
"InterestRate.:BASECURVE.GOV_FR,15Y"
"InterestRate.:BASECURVE.GOV_FR,1M"
"InterestRate.:BASECURVE.GOV_FR,1W"
"InterestRate.:BASECURVE.GOV_FR,20Y"
"InterestRate.:BASECURVE.GOV_FR,25Y"
"InterestRate.:BASECURVE.GOV_FR,2M"
"InterestRate.:BASECURVE.GOV_FR,2Y"
"InterestRate.:BASECURVE.GOV_FR,30Y"
"InterestRate.:BASECURVE.GOV_FR,3M"
"InterestRate.:BASECURVE.GOV_FR,3Y"
"InterestRate.:BASECURVE.GOV_FR,40Y"
"InterestRate.:BASECURVE.GOV_FR,50Y"
"InterestRate.:BASECURVE.GOV_FR,5Y"
"InterestRate.:BASECURVE.GOV_FR,6M"
"InterestRate.:BASECURVE.GOV_FR,7Y"
"InterestRate.:BASECURVE.GOV_FR,9M"
"InterestRate.:BASECURVE.GOV_GB,10Y"
"InterestRate.:BASECURVE.GOV_GB,12M"
"InterestRate.:BASECURVE.GOV_GB,12Y"
"InterestRate.:BASECURVE.GOV_GB,15Y"
"InterestRate.:BASECURVE.GOV_GB,1M"
"InterestRate.:BASECURVE.GOV_GB,1W"
"InterestRate.:BASECURVE.GOV_GB,20Y"
"InterestRate.:BASECURVE.GOV_GB,25Y"
"InterestRate.:BASECURVE.GOV_GB,2M"
"InterestRate.:BASECURVE.GOV_GB,2Y"
"InterestRate.:BASECURVE.GOV_GB,30Y"
"InterestRate.:BASECURVE.GOV_GB,3M"
"InterestRate.:BASECURVE.GOV_GB,3Y"
"InterestRate.:BASECURVE.GOV_GB,40Y"
"InterestRate.:BASECURVE.GOV_GB,50Y"
"InterestRate.:BASECURVE.GOV_GB,5Y"
"InterestRate.:BASECURVE.GOV_GB,6M"
"InterestRate.:BASECURVE.GOV_GB,7Y"
"InterestRate.:BASECURVE.GOV_GB,9M"
"InterestRate.:BASECURVE.GOV_IE,10Y"
"InterestRate.:BASECURVE.GOV_IE,12M"
"InterestRate.:BASECURVE.GOV_IE,12Y"
"InterestRate.:BASECURVE.GOV_IE,15Y"
"InterestRate.:BASECURVE.GOV_IE,1M"
"InterestRate.:BASECURVE.GOV_IE,1W"
"InterestRate.:BASECURVE.GOV_IE,20Y"
"InterestRate.:BASECURVE.GOV_IE,25Y"
"InterestRate.:BASECURVE.GOV_IE,2M"
"InterestRate.:BASECURVE.GOV_IE,2Y"
"InterestRate.:BASECURVE.GOV_IE,30Y"
"InterestRate.:BASECURVE.GOV_IE,3M"
"InterestRate.:BASECURVE.GOV_IE,3Y"
"InterestRate.:BASECURVE.GOV_IE,40Y"
"InterestRate.:BASECURVE.GOV_IE,50Y"
"InterestRate.:BASECURVE.GOV_IE,5Y"
"InterestRate.:BASECURVE.GOV_IE,6M"
"InterestRate.:BASECURVE.GOV_IE,7Y"
"InterestRate.:BASECURVE.GOV_IE,9M"
"InterestRate.:BASECURVE.GOV_IT,10Y"
"InterestRate.:BASECURVE.GOV_IT,12M"
"InterestRate.:BASECURVE.GOV_IT,12Y"
"InterestRate.:BASECURVE.GOV_IT,15Y"
"InterestRate.:BASECURVE.GOV_IT,1M"
"InterestRate.:BASECURVE.GOV_IT,1W"
"InterestRate.:BASECURVE.GOV_IT,20Y"
"InterestRate.:BASECURVE.GOV_IT,25Y"
"InterestRate.:BASECURVE.GOV_IT,2M"
"InterestRate.:BASECURVE.GOV_IT,2Y"
"InterestRate.:BASECURVE.GOV_IT,30Y"
"InterestRate.:BASECURVE.GOV_IT,3M"
"InterestRate.:BASECURVE.GOV_IT,3Y"
"InterestRate.:BASECURVE.GOV_IT,40Y"
"InterestRate.:BASECURVE.GOV_IT,50Y"
"InterestRate.:BASECURVE.GOV_IT,5Y"
"InterestRate.:BASECURVE.GOV_IT,6M"
"InterestRate.:BASECURVE.GOV_IT,7Y"
"InterestRate.:BASECURVE.GOV_IT,9M"
"InterestRate.:BASECURVE.GOV_JP,10Y"
"InterestRate.:BASECURVE.GOV_JP,12M"
"InterestRate.:BASECURVE.GOV_JP,12Y"
"InterestRate.:BASECURVE.GOV_JP,15Y"
"InterestRate.:BASECURVE.GOV_JP,1M"
"InterestRate.:BASECURVE.GOV_JP,1W"
"InterestRate.:BASECURVE.GOV_JP,20Y"
"InterestRate.:BASECURVE.GOV_JP,25Y"
"InterestRate.:BASECURVE.GOV_JP,2M"
"InterestRate.:BASECURVE.GOV_JP,2Y"
"InterestRate.:BASECURVE.GOV_JP,30Y"
"InterestRate.:BASECURVE.GOV_JP,3M"
"InterestRate.:BASECURVE.GOV_JP,3Y"
"InterestRate.:BASECURVE.GOV_JP,40Y"
"InterestRate.:BASECURVE.GOV_JP,50Y"
"InterestRate.:BASECURVE.GOV_JP,5Y"
"InterestRate.:BASECURVE.GOV_JP,6M"
"InterestRate.:BASECURVE.GOV_JP,7Y"
"InterestRate.:BASECURVE.GOV_JP,9M"
"InterestRate.:BASECURVE.GOV_NL,10Y"
"InterestRate.:BASECURVE.GOV_NL,12M"
"InterestRate.:BASECURVE.GOV_NL,12Y"
"InterestRate.:BASECURVE.GOV_NL,15Y"
"InterestRate.:BASECURVE.GOV_NL,1M"
"InterestRate.:BASECURVE.GOV_NL,1W"
"InterestRate.:BASECURVE.GOV_NL,20Y"
"InterestRate.:BASECURVE.GOV_NL,25Y"
"InterestRate.:BASECURVE.GOV_NL,2M"
"InterestRate.:BASECURVE.GOV_NL,2Y"
"InterestRate.:BASECURVE.GOV_NL,30Y"
"InterestRate.:BASECURVE.GOV_NL,3M"
"InterestRate.:BASECURVE.GOV_NL,3Y"
"InterestRate.:BASECURVE.GOV_NL,40Y"
"InterestRate.:BASECURVE.GOV_NL,50Y"
"InterestRate.:BASECURVE.GOV_NL,5Y"
"InterestRate.:BASECURVE.GOV_NL,6M"
"InterestRate.:BASECURVE.GOV_NL,7Y"
"InterestRate.:BASECURVE.GOV_NL,9M"
"InterestRate.:BASECURVE.GOV_NO,25Y"
"InterestRate.:BASECURVE.GOV_NO,2M"
"InterestRate.:BASECURVE.GOV_NO,2Y"
"InterestRate.:BASECURVE.GOV_NO,30Y"
"InterestRate.:BASECURVE.GOV_NZ,10Y"
"InterestRate.:BASECURVE.GOV_NZ,12M"
"InterestRate.:BASECURVE.GOV_NZ,12Y"
"InterestRate.:BASECURVE.GOV_NZ,15Y"
"InterestRate.:BASECURVE.GOV_NZ,1M"
"InterestRate.:BASECURVE.GOV_NZ,1W"
"InterestRate.:BASECURVE.GOV_NZ,20Y"
"InterestRate.:BASECURVE.GOV_NZ,25Y"
"InterestRate.:BASECURVE.GOV_NZ,2M"
"InterestRate.:BASECURVE.GOV_NZ,2Y"
"InterestRate.:BASECURVE.GOV_NZ,30Y"
"InterestRate.:BASECURVE.GOV_NZ,3M"
"InterestRate.:BASECURVE.GOV_NZ,3Y"
"InterestRate.:BASECURVE.GOV_NZ,40Y"
"InterestRate.:BASECURVE.GOV_NZ,50Y"
"InterestRate.:BASECURVE.GOV_NZ,5Y"
"InterestRate.:BASECURVE.GOV_NZ,6M"
"InterestRate.:BASECURVE.GOV_NZ,7Y"
"InterestRate.:BASECURVE.GOV_NZ,9M"
"InterestRate.:BASECURVE.GOV_SE,10Y"
"InterestRate.:BASECURVE.GOV_SE,12M"
"InterestRate.:BASECURVE.GOV_SE,12Y"
"InterestRate.:BASECURVE.GOV_SE,15Y"
"InterestRate.:BASECURVE.GOV_SE,1M"
"InterestRate.:BASECURVE.GOV_SE,1W"
"InterestRate.:BASECURVE.GOV_SE,20Y"
"InterestRate.:BASECURVE.GOV_SE,25Y"
"InterestRate.:BASECURVE.GOV_SE,2M"
"InterestRate.:BASECURVE.GOV_SE,2Y"
"InterestRate.:BASECURVE.GOV_SE,30Y"
"InterestRate.:BASECURVE.GOV_SE,3M"
"InterestRate.:BASECURVE.GOV_SE,3Y"
"InterestRate.:BASECURVE.GOV_SE,40Y"
"InterestRate.:BASECURVE.GOV_SE,50Y"
"InterestRate.:BASECURVE.GOV_SE,5Y"
"InterestRate.:BASECURVE.GOV_SE,6M"
"InterestRate.:BASECURVE.GOV_SE,7Y"
"InterestRate.:BASECURVE.GOV_SE,9M"
"InterestRate.:BASECURVE.GOV_US,10Y"
"InterestRate.:BASECURVE.GOV_US,12M"
"InterestRate.:BASECURVE.GOV_US,12Y"
"InterestRate.:BASECURVE.GOV_US,15Y"
"InterestRate.:BASECURVE.GOV_US,1M"
"InterestRate.:BASECURVE.GOV_US,1W"
"InterestRate.:BASECURVE.GOV_US,20Y"
"InterestRate.:BASECURVE.GOV_US,25Y"
"InterestRate.:BASECURVE.GOV_US,2M"
"InterestRate.:BASECURVE.GOV_US,2Y"
"InterestRate.:BASECURVE.GOV_US,30Y"
"InterestRate.:BASECURVE.GOV_US,3M"
"InterestRate.:BASECURVE.GOV_US,3Y"
"InterestRate.:BASECURVE.GOV_US,40Y"
"InterestRate.:BASECURVE.GOV_US,50Y"
"InterestRate.:BASECURVE.GOV_US,5Y"
"InterestRate.:BASECURVE.GOV_US,6M"
"InterestRate.:BASECURVE.GOV_US,7Y"
"InterestRate.:BASECURVE.GOV_US,9M"
"InterestRate.:BASECURVE.IBR_AUD,10Y"
"InterestRate.:BASECURVE.IBR_AUD,12M"
"InterestRate.:BASECURVE.IBR_AUD,12Y"
"InterestRate.:BASECURVE.IBR_AUD,15Y"
"InterestRate.:BASECURVE.IBR_AUD,1M"
"InterestRate.:BASECURVE.IBR_AUD,1W"
"InterestRate.:BASECURVE.IBR_AUD,20Y"
"InterestRate.:BASECURVE.IBR_AUD,25Y"
"InterestRate.:BASECURVE.IBR_AUD,2M"
"InterestRate.:BASECURVE.IBR_AUD,2Y"
"InterestRate.:BASECURVE.IBR_AUD,30Y"
"InterestRate.:BASECURVE.IBR_AUD,3M"
"InterestRate.:BASECURVE.IBR_AUD,3Y"
"InterestRate.:BASECURVE.IBR_AUD,40Y"
"InterestRate.:BASECURVE.IBR_AUD,50Y"
"InterestRate.:BASECURVE.IBR_AUD,5Y"
"InterestRate.:BASECURVE.IBR_AUD,6M"
"InterestRate.:BASECURVE.IBR_AUD,7Y"
"InterestRate.:BASECURVE.IBR_AUD,9M"
"InterestRate.:BASECURVE.IBR_BRL,10Y"
"InterestRate.:BASECURVE.IBR_BRL,12M"
"InterestRate.:BASECURVE.IBR_BRL,12Y"
"InterestRate.:BASECURVE.IBR_BRL,15Y"
"InterestRate.:BASECURVE.IBR_BRL,1M"
"InterestRate.:BASECURVE.IBR_BRL,1W"
"InterestRate.:BASECURVE.IBR_BRL,20Y"
"InterestRate.:BASECURVE.IBR_BRL,25Y"
"InterestRate.:BASECURVE.IBR_BRL,2M"
"InterestRate.:BASECURVE.IBR_BRL,2Y"
"InterestRate.:BASECURVE.IBR_BRL,30Y"
"InterestRate.:BASECURVE.IBR_BRL,3M"
"InterestRate.:BASECURVE.IBR_BRL,3Y"
"InterestRate.:BASECURVE.IBR_BRL,40Y"
"InterestRate.:BASECURVE.IBR_BRL,50Y"
"InterestRate.:BASECURVE.IBR_BRL,5Y"
"InterestRate.:BASECURVE.IBR_BRL,6M"
"InterestRate.:BASECURVE.IBR_BRL,7Y"
"InterestRate.:BASECURVE.IBR_BRL,9M"
"InterestRate.:BASECURVE.IBR_CAD,10Y"
"InterestRate.:BASECURVE.IBR_CAD,12M"
"InterestRate.:BASECURVE.IBR_CAD,12Y"
"InterestRate.:BASECURVE.IBR_CAD,15Y"
"InterestRate.:BASECURVE.IBR_CAD,1M"
"InterestRate.:BASECURVE.IBR_CAD,1W"
"InterestRate.:BASECURVE.IBR_CAD,20Y"
"InterestRate.:BASECURVE.IBR_CAD,25Y"
"InterestRate.:BASECURVE.IBR_CAD,2M"
"InterestRate.:BASECURVE.IBR_CAD,2Y"
"InterestRate.:BASECURVE.IBR_CAD,30Y"
"InterestRate.:BASECURVE.IBR_CAD,3M"
"InterestRate.:BASECURVE.IBR_CAD,3Y"
"InterestRate.:BASECURVE.IBR_CAD,40Y"
"InterestRate.:BASECURVE.IBR_CAD,50Y"
"InterestRate.:BASECURVE.IBR_CAD,5Y"
"InterestRate.:BASECURVE.IBR_CAD,6M"
"InterestRate.:BASECURVE.IBR_CAD,7Y"
"InterestRate.:BASECURVE.IBR_CAD,9M"
"InterestRate.:BASECURVE.IBR_CHF,10Y"
"InterestRate.:BASECURVE.IBR_CHF,12M"
"InterestRate.:BASECURVE.IBR_CHF,12Y"
"InterestRate.:BASECURVE.IBR_CHF,15Y"
"InterestRate.:BASECURVE.IBR_CHF,1M"
"InterestRate.:BASECURVE.IBR_CHF,1W"
"InterestRate.:BASECURVE.IBR_CHF,20Y"
"InterestRate.:BASECURVE.IBR_CHF,25Y"
"InterestRate.:BASECURVE.IBR_CHF,2M"
"InterestRate.:BASECURVE.IBR_CHF,2Y"
"InterestRate.:BASECURVE.IBR_CHF,30Y"
"InterestRate.:BASECURVE.IBR_CHF,3M"
"InterestRate.:BASECURVE.IBR_CHF,3Y"
"InterestRate.:BASECURVE.IBR_CHF,40Y"
"InterestRate.:BASECURVE.IBR_CHF,50Y"
"InterestRate.:BASECURVE.IBR_CHF,5Y"
"InterestRate.:BASECURVE.IBR_CHF,6M"
"InterestRate.:BASECURVE.IBR_CHF,7Y"
"InterestRate.:BASECURVE.IBR_CHF,9M"
"InterestRate.:BASECURVE.IBR_CNY,10Y"
"InterestRate.:BASECURVE.IBR_CNY,12M"
"InterestRate.:BASECURVE.IBR_CNY,12Y"
"InterestRate.:BASECURVE.IBR_CNY,15Y"
"InterestRate.:BASECURVE.IBR_CNY,1M"
"InterestRate.:BASECURVE.IBR_CNY,1W"
"InterestRate.:BASECURVE.IBR_CNY,20Y"
"InterestRate.:BASECURVE.IBR_CNY,25Y"
"InterestRate.:BASECURVE.IBR_CNY,2M"
"InterestRate.:BASECURVE.IBR_CNY,2Y"
"InterestRate.:BASECURVE.IBR_CNY,30Y"
"InterestRate.:BASECURVE.IBR_CNY,3M"
"InterestRate.:BASECURVE.IBR_CNY,3Y"
"InterestRate.:BASECURVE.IBR_CNY,40Y"
"InterestRate.:BASECURVE.IBR_CNY,50Y"
"InterestRate.:BASECURVE.IBR_CNY,5Y"
"InterestRate.:BASECURVE.IBR_CNY,6M"
"InterestRate.:BASECURVE.IBR_CNY,7Y"
"InterestRate.:BASECURVE.IBR_CNY,9M"
"InterestRate.:BASECURVE.IBR_DKK,10Y"
"InterestRate.:BASECURVE.IBR_DKK,12M"
"InterestRate.:BASECURVE.IBR_DKK,12Y"
"InterestRate.:BASECURVE.IBR_DKK,15Y"
"InterestRate.:BASECURVE.IBR_DKK,1M"
"InterestRate.:BASECURVE.IBR_DKK,1W"
"InterestRate.:BASECURVE.IBR_DKK,20Y"
"InterestRate.:BASECURVE.IBR_DKK,25Y"
"InterestRate.:BASECURVE.IBR_DKK,2M"
"InterestRate.:BASECURVE.IBR_DKK,2Y"
"InterestRate.:BASECURVE.IBR_DKK,30Y"
"InterestRate.:BASECURVE.IBR_DKK,3M"
"InterestRate.:BASECURVE.IBR_DKK,3Y"
"InterestRate.:BASECURVE.IBR_DKK,40Y"
"InterestRate.:BASECURVE.IBR_DKK,50Y"
"InterestRate.:BASECURVE.IBR_DKK,5Y"
"InterestRate.:BASECURVE.IBR_DKK,6M"
"InterestRate.:BASECURVE.IBR_DKK,7Y"
"InterestRate.:BASECURVE.IBR_DKK,9M"
"InterestRate.:BASECURVE.IBR_EUR,10Y"
"InterestRate.:BASECURVE.IBR_EUR,12M"
"InterestRate.:BASECURVE.IBR_EUR,12Y"
"InterestRate.:BASECURVE.IBR_EUR,15Y"
"InterestRate.:BASECURVE.IBR_EUR,1M"
"InterestRate.:BASECURVE.IBR_EUR,1W"
"InterestRate.:BASECURVE.IBR_EUR,20Y"
"InterestRate.:BASECURVE.IBR_EUR,25Y"
"InterestRate.:BASECURVE.IBR_EUR,2M"
"InterestRate.:BASECURVE.IBR_EUR,2Y"
"InterestRate.:BASECURVE.IBR_EUR,30Y"
"InterestRate.:BASECURVE.IBR_EUR,3M"
"InterestRate.:BASECURVE.IBR_EUR,3Y"
"InterestRate.:BASECURVE.IBR_EUR,40Y"
"InterestRate.:BASECURVE.IBR_EUR,50Y"
"InterestRate.:BASECURVE.IBR_EUR,5Y"
"InterestRate.:BASECURVE.IBR_EUR,6M"
"InterestRate.:BASECURVE.IBR_EUR,7Y"
"InterestRate.:BASECURVE.IBR_EUR,9M"
"InterestRate.:BASECURVE.IBR_GBP,10Y"
"InterestRate.:BASECURVE.IBR_GBP,12M"
"InterestRate.:BASECURVE.IBR_GBP,12Y"
"InterestRate.:BASECURVE.IBR_GBP,15Y"
"InterestRate.:BASECURVE.IBR_GBP,1M"
"InterestRate.:BASECURVE.IBR_GBP,1W"
"InterestRate.:BASECURVE.IBR_GBP,20Y"
"InterestRate.:BASECURVE.IBR_GBP,25Y"
"InterestRate.:BASECURVE.IBR_GBP,2M"
"InterestRate.:BASECURVE.IBR_GBP,2Y"
"InterestRate.:BASECURVE.IBR_GBP,30Y"
"InterestRate.:BASECURVE.IBR_GBP,3M"
"InterestRate.:BASECURVE.IBR_GBP,3Y"
"InterestRate.:BASECURVE.IBR_GBP,40Y"
"InterestRate.:BASECURVE.IBR_GBP,50Y"
"InterestRate.:BASECURVE.IBR_GBP,5Y"
"InterestRate.:BASECURVE.IBR_GBP,6M"
"InterestRate.:BASECURVE.IBR_GBP,7Y"
"InterestRate.:BASECURVE.IBR_GBP,9M"
"InterestRate.:BASECURVE.IBR_HKD,10Y"
"InterestRate.:BASECURVE.IBR_HKD,12M"
"InterestRate.:BASECURVE.IBR_HKD,12Y"
"InterestRate.:BASECURVE.IBR_HKD,15Y"
"InterestRate.:BASECURVE.IBR_HKD,1M"
"InterestRate.:BASECURVE.IBR_HKD,1W"
"InterestRate.:BASECURVE.IBR_HKD,20Y"
"InterestRate.:BASECURVE.IBR_HKD,25Y"
"InterestRate.:BASECURVE.IBR_HKD,2M"
"InterestRate.:BASECURVE.IBR_HKD,2Y"
"InterestRate.:BASECURVE.IBR_HKD,30Y"
"InterestRate.:BASECURVE.IBR_HKD,3M"
"InterestRate.:BASECURVE.IBR_HKD,3Y"
"InterestRate.:BASECURVE.IBR_HKD,40Y"
"InterestRate.:BASECURVE.IBR_HKD,50Y"
"InterestRate.:BASECURVE.IBR_HKD,5Y"
"InterestRate.:BASECURVE.IBR_HKD,6M"
"InterestRate.:BASECURVE.IBR_HKD,7Y"
